ID,Chinese,English,Context,Source,Notes
netease_mpay__network_err_fetch_config,网络不给力，请检查网络状态后重试。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_err_fetchurl_others,无法访问服务器，请稍后再试！,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_err_goto_net_test,网络连接失败，是否进行网络检测？,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_err_illegal_param,请求参数错误!,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_err_invalid_url_address,访问地址无效！,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_err_no_connected,网络不可用，请检查网络设置。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_err_no_local_file,等待页面加载失败，请检查您的配置。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_err_no_perr_certificate,登录失败，请尝试切换网络，或稍候再试！,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_err_no_perr_certificate_date_error,访问出错，请正确设置本机系统日期时间后重试！,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_err_param_encoding,请求参数编码错误！,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_err_proxy,检测到您使用了代理认证，为了您的帐号安全，请勿使用不可信的代理服务器。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_err_request_method,未知的请求方式！,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_err_retriable,无法访问页面,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_err_server,服务器错误，请稍候再试！,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_err_server_read,访问网络出错，请稍候再试！,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_err_server_status,服务器出错，请稍候再试！,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__network_warn_no_wifi,当前网络非WiFi环境，是否继续？,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__next_step,下一步,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__no_use_one_step_pay, 不使用免密支付 ,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__normal,正常,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__not_delete_guest_picture,请勿删除以便恢复快速游戏帐号数据,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__not_sign_pay_description,成功签约代扣服务后，将自动扣除本次购买金额。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__ok,确定,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__one_pass_login,本机号码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__one_pass_login_fail_switch_other_login,本机号码快捷登录服务暂时不可用，请使用短信验证码登录。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__one_step_pay,免密支付,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__one_step_pay_tip1,您已开通免密支付，无需输入密码即可支付,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__one_step_pay_tip2,可在用户中心-免密支付设置进行管理,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__op_failure_and_try_later,操作失败，请稍后重试。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__open,打开,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__other_login_channel,其他登录方式,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__other_pay_channels,其他支付方式,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__pay,支付,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__pay_amount_title,支付金额：,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__pay_fail,支付失败,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__pay_method_not_allowed,当前不支持该支付方式,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__pay_on_mobile,请在手机上完成支付,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__pay_qr_code_pay_scan_tips_default,打开游戏手机客户端扫码支付,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__pay_result,支付结果,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__pay_result_not_found_yet,暂时未能查询到结果，若支付成功会在游戏中自动发货，请返回游戏。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__pay_result_page_title,订单支付结果,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__pay_result_unknown,查询支付结果超时,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__pay_success,支付成功,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__pay_title,支付：,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__pay_wait_mcard_paying,正在确认手机充值卡订单，耗时可能较长，请耐心等待。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__pay_wait_paying,正在确认订单，请稍候。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__people,人,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__permission_reject_warning_write_sdcard,未授予访问存储空间的权限，快速游戏帐号数据可能丢失。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__permission_union_login_confirm,请授予读写文件权限，以便储存及读取帐号数据。,Confirm,Button,resources.arsc,Extracted from APK resources
netease_mpay__permission_union_login_reject_warning_write_sdcard,缺少读写文件权限，可能导致丢失帐号信息。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__please_select_deposit_amount,请选择充值点数（1元=10点）,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__prepay,充值,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__prepay_and_pay,充值并支付,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__prepay_mcard_selector_title,请选择要使用的充值卡面值,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__prepay_result_failed,充值失败,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__price_unit_dian,点,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__price_unit_yuan,元,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__prior,优先,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__privacy_agreed,我已详细阅读并同意,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__privacy_rule_text,《网易集团隐私政策》,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__qr_code_pay,扫码支付,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__qrcode_pay_ali_tips,打开支付宝扫一扫付款,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__qrcode_pay_code_fail_refresh,二维码加载失败\n请刷新重试,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__qrcode_pay_loading_code,正在加载二维码\n请稍后…,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__qrcode_pay_query_order,正在确认订单\n请耐心等待,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__qrcode_pay_wx_tips,打开微信扫一扫付款,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__query_pay_result_after_sign_processing,签约成功，正在执行支付操作。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__query_pay_result_only_processing,正在执行支付操作,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__query_sign_result_processing,正在查询签约结果,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__queue_board_description,当前登录人数较多，请耐心等候。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__queue_wait_number,排队人数,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__queue_wait_time,预计时间,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__quit,退出,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__re_set,重新设置,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_about,关于,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_about_title,防沉迷措施,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_about_title_with_underline, 防沉迷措施 ,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_confirm,确认登记,Confirm,Button,resources.arsc,Extracted from APK resources
netease_mpay__realname_id,身份证号:,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_id_error,证件号码为空!,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_id_hint,请填写真实有效的护照号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_idcard_hint,请填写真实有效的身份证号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_name,姓  名:,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_name_error,名字为空!,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_name_hint,请填写真实姓名,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_passport,护照号:,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_quit,退出游戏,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_region,国家/地区:,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_rewrite,重新填写,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_submit_now,马上提交,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_title,游戏实名登记,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_update_id,身份证号：%1$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_update_msg,以下是您的实名登记信息，该信息仅用于实名登记不会泄露于任何第三方。实名登记资料一旦填写确认，<ntsdk color=\,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_update_name,姓  名：%1$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_update_no_mainland_tip,注意：非中国大陆实名信息登记后，需登录客服专区提交客服审核。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_update_oversea_verify_msg,亲爱的玩家，您已成功登记为非中国大陆居民，请尽快登录客服专区提交相关证件资料进行审核。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_update_passport,护照号：%1$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__realname_update_type,认证身份：%1$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__recent_login_game,最近登录 %1$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__recharge_title,点数充值,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__refresh,刷新,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__refresh_qrcode,请刷新二维码重试,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__refresh_qrcode2,请刷新二维码重新尝试,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__refreshing,刷新中,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__refuse,拒绝,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__register_realname,实名登记,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__request_processing,请求处理中,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__retry,重试,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__retry_later,稍候再试,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__retry_scan,重新扫码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__return,返回,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__return_game,返回游戏,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__return_game_to_deliver_product,请返回游戏，将自动发货。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__return_game_to_order_again,请返回游戏重新购买,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__role_id_empty,角色ID不能为空!,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__role_info_empty,角色信息不能为空!,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__role_upload,上传角色信息\n,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__role_uploaded,角色信息已上传\n,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__save_guest_photo_confirm,是否允许通过图片保存快速游戏数据，以防卸载后帐号丢失？,Confirm,Button,resources.arsc,Extracted from APK resources
netease_mpay__save_photo_album,保存到本地相册,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__save_photo_album_done,已经成功保存到相册！,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__save_photo_album_fail,无法保存到相册！,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__save_photo_confirm,保存图片需要访问存储空间的权限。,Confirm,Button,resources.arsc,Extracted from APK resources
netease_mpay__save_to_clipboard_done,已复制到剪贴板,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__scan_pay,扫一扫支付,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__scan_qrcode_expired,二维码已过期,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__scan_qrcode_success,扫码成功,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__scancode_err_func_disabled,暂不支持二维码扫描,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__scancode_err_login_no_user,登录信息出错，请重新扫描登录。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__scancode_err_no_pay_guest,本设备上无对应需要支付的快速游戏帐号信息，请使用有对应快速游戏帐号的设备支付。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__scancode_err_pay_no_user,支付信息出错，请重新扫描支付。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__scancode_err_title_template,没有扫描到登录或支付信息，请扫描%1$s中的二维码。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__scancode_no_account,您尚未登录任何帐号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__scancode_pay_failure,支付失败，请刷新二维码后重新支付。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__scancode_pay_no_account,当前要支付的帐号信息不存在，是否登录该帐号？,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__scancode_title_game_template,请选择要登录《%1$s》%2$s的帐号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__second,秒,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__security_message_reading,立即查阅,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__security_message_warning,您有未查阅的安全通知，请及时查阅，谨防帐号被盗！,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__select_account_login,选择帐号登录,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__select_channel,请选择充值方式,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__select_currency,请选择充值点数,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__select_login_platform,请选择登录平台,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__select_other_login_channel_title,请选择登录方式,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__select_pay_channel,请选择支付方式,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__send_again,重新发送,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__send_sms_failed,发送短信失败,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__send_to,发送至%1$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__service_rule_text,《服务条款》,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_bound,已绑定,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_current_login_header,当前登录：,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_empty_mailbox,暂时没有新消息哦～,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_empty_mailbox_guide_template,去玩会%1$s好好享受这段时间吧～,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_mailbox,我的消息,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_manage_account,帐号管理,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_message_detail,消息详情,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_mobile_pass_hint,请设置6–16位登录密码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_no_bound,未绑定,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_no_more_message,没有更多消息了,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_no_new_message,暂时没有消息,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_no_set,未设置,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_pass_title,请为帐号%1$s设置密码以保证安全。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_password,设置密码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_pull_to_refresh,下拉刷新,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_realname,实名信息,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_related_mobile,关联手机,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_security_center,安全中心,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_security_email,密保邮箱,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_set_done,已设置,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_switch_account,切换帐号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_update_mailbox_in_progress,正在更新消息列表,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_user_center,用户中心,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_verified,已认证,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_verify_failed,认证失败,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__set_verifying,认证中,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_and_pay,签约代扣并支付,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_channel_select,选择代扣方式,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_defeat,签约失败,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_defeat_tips,签约失败，点击确定返回游戏。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_method,签约方式,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_pay_defeat,签约代扣失败,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_pay_defeat_tips,签约扣费失败，点击确定返回游戏。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_pay_qq_not_install,系统检测到未安装QQ客户端，无法使用QQ支付。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_pay_success,签约代扣成功,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_pay_success_tips,签约代扣成功，后续代扣将优先使用此支付方式，点击确定返回游戏。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_pay_unknown,抱歉，暂未获得扣费结果。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_pay_weixin_not_install,系统检测到未安装微信客户端，无法使用微信支付。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_qr_code_expired,二维码已过期，请点击刷新。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_qr_code_scanned,扫码成功，请到%1$s操作。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_service_error,签约服务繁忙，请稍后再试。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_success,签约成功,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_success_tips,签约成功，点击确定返回游戏。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_terminate_confirm,是否确认解除%1$s代扣服务？,Confirm,Button,resources.arsc,Extracted from APK resources
netease_mpay__sign_unknown,抱歉，暂未获得签约结果。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sign_unknown_tips,请点击刷新查看结果，或关闭弹窗重新开通。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__signed,已签约,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__signed_pay,代扣支付,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__signed_pay_description,您已签约代扣服务，即将使用%1$s进行支付。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__skip,暂时跳过,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__sms_send_success,验证码已发送,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__submit,提交,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__tenpay_plugin_tips_plugin,本服务由QQ钱包提供，请放心使用。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__timeout,超时,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__tips_header,温馨提示：,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__try_next_time,下次再说,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__unknown,未知,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__unsign,解约,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__upgrade,升级,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__uppay_err_download,暂时无法下载支付控件,,OBB Downloader,resources.arsc,Extracted from APK resources
netease_mpay__uppay_err_plugin,请先下载支付控件！,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__urs_login_bind,绑定,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__urs_login_bind_register,邮箱注册,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__urs_login_bind_template,请输入要绑定的%1$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__urs_login_forget_password,忘记密码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__urs_login_no_account,没有帐号？,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__urs_login_no_bind_phone,该邮箱没有绑定手机号，请选择其他登录方式。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__urs_login_register_now,立即注册,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__urs_login_sms_hint,请输入验证码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__urs_login_sms_msg_default,已绑定手机的邮箱帐号，可通过验证码登录。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__urs_login_sms_msg_has_sent,该邮箱帐号已绑定手机%1$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__urs_login_sms_refetch,请重新获取短信验证码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__use_ecard,使用网易一卡通,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__verification_change_to_sms,接收短信验证码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__verification_change_to_vvc,接收语音验证码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__verify_sms_title,请验证游戏内绑定的手机号%1$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__vvc_send_success,请留意接听电话收取语音验证码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__wanna_exit,确定退出,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__warnning,警告,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__warnning_delete_user,是否确认删除该帐号的登录记录？,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__webview_need_upgrade,您的系统WebView已经过期，请到应用商店安装最新的WebView应用。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__wechat,微信,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__weixinpay_plugin_tips_plugin,本服务由微信支付提供，请放心使用。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__weixinpay_qq_not_install,系统检测到未安装QQ客户端，请选择其他支付方式。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay__weixinpay_weixin_not_install,系统检测到未安装微信客户端，请选择其他支付方式。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay_netease_channel__login_qrcode_confirm,确定,Confirm,Button,resources.arsc,Extracted from APK resources
netease_mpay_netease_channel__login_qrcode_scan_nopay,快捷扫码功能暂不支持支付。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay_netease_channel__login_qrcode_scan_retry,二维码识别失败，请扫描桌面模拟器二维码。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay_webview_js__failed_to_select_file,无法访问您的本地文件,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_mpay_webview_js__select_file_title,选择要上传的文件,,Account / Payment SDK,resources.arsc,Extracted from APK resources
netease_push_manage__cancel,取消,Cancel,Button,resources.arsc,Extracted from APK resources
netease_push_manage__ok,确认,,System/SDK,resources.arsc,Extracted from APK resources
netease_push_manage__please_confirm_with_correct_client,请使用正确的游戏客户端扫码确认。,Confirm,Button,resources.arsc,Extracted from APK resources
netease_push_manage__server_error,网络连接超时，请稍后重试。,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_protocol_title,用户协议,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_protocol_confirm,确 定,Confirm,Button,resources.arsc,Extracted from APK resources
unisdk_protocol_accept,接 受,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_protocol_reject,拒 绝,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_check_quit_msg,【防沉迷】亲爱的玩家，根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》《关于进一步严格管理 切实防止未成年人沉迷网络游戏的通知》，当前防沉迷系统保护已生效，未成年用户不可体验游戏。,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_close,关闭,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_countdown_float_left_time,%1$s分钟,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_countdown_float_left_time_short,不足%1$s分钟,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_countdown_float_prefix,未实名帐号 (剩余,,System/SDK,resources.arsc,Extracted from APK resources
